0.183333333,2
0.216666667,2
0.233333333,2
0.25,2
0.316666667,2
0.35,2
1.316666667,2
1.35,2.06
1.366666667,2.0994
1.383333333,2.098406
1.416666667,2.09742194
1.433333333,2.096447721
1.45,2.095483243
1.483333333,2.114528411
1.5,2.113383127
1.516666667,2.112249296
1.55,2.111126803
1.566666667,2.110015535
1.583333333,2.108915379
1.75,2.107826225
1.766666667,2.106747963
1.783333333,2.105680484
1.966666667,2.104623679
1.983333333,2.103577442
2.016666667,2.102541668
2.033333333,2.101516251
2.05,2.100501088
3.983333333,2.099496077
4.016666667,2.118501117
4.033333333,2.137316106
4.05,2.155942944
4.283333333,2.154383515
4.3,2.15283968
4.316666667,2.151311283
4.35,2.14979817
4.366666667,2.148300189
4.416666667,2.146817187
4.433333333,2.145349015
4.45,2.143895525
4.483333333,2.142456569
4.5,2.141032004
4.516666667,2.139621684
4.55,2.138225467
4.566666667,2.136843212
4.583333333,2.13547478
4.616666667,2.174120032
4.633333333,2.192378832
4.65,2.210455044
4.683333333,2.228350493
4.7,2.246066988
4.716666667,2.263606318
4.75,2.260970255
4.766666667,2.258360553
4.783333333,2.255776947
4.816666667,2.273219178
4.833333333,2.310486986
4.85,2.347382116
4.883333333,2.383908295
4.9,2.420069212
4.916666667,2.45586852
4.95,2.511309835
4.966666667,2.546196736
4.983333333,2.580734769
5.016666667,2.594927421
5.033333333,2.608978147
5.05,2.622888365
5.083333333,2.636659482
5.1,2.650292887
5.116666667,2.663789958
5.15,2.677152059
5.166666667,2.690380538
5.183333333,2.703476733
5.216666667,2.716441965
5.233333333,2.729277546
5.25,2.74198477
5.283333333,2.754564922
5.3,2.767019273
5.316666667,2.77934908
5.35,2.79155559
5.366666667,2.803640034
5.383333333,2.815603633
5.416666667,2.847447597
5.433333333,2.878973121
5.45,2.91018339
5.483333333,2.921081556
5.5,2.93187074
5.516666667,2.942552033
5.55,2.953126513
5.566666667,2.963595248
5.583333333,2.973959295
5.616666667,2.984219702
5.633333333,2.994377505
5.65,3.00443373
5.683333333,3.014389393
5.7,3.024245499
5.716666667,3.034003044
5.75,3.043663013
5.766666667,3.053226383
5.783333333,3.062694119
5.816666667,3.072067178
5.833333333,3.081346507
5.85,3.090533041
5.883333333,3.099627711
5.9,3.108631434
5.916666667,3.11754512
5.95,3.126369668
5.966666667,3.135105972
5.983333333,3.143754912
6.016666667,3.152317363
6.033333333,3.160794189
6.05,3.169186247
6.083333333,3.177494385
6.1,3.185719441
6.116666667,3.193862247
6.15,3.201923624
6.166666667,3.209904388
6.183333333,3.217805344
6.216666667,3.225627291
6.233333333,3.233371018
6.25,3.241037308
6.283333333,3.248626934
6.3,3.256140665
6.316666667,3.263579258
6.35,3.270943466
6.366666667,3.278234031
6.383333333,3.285451691
6.416666667,3.292597174
6.433333333,3.299671202
6.45,3.30667449
6.483333333,3.313607745
6.5,3.320471668
6.516666667,3.327266951
6.55,3.353994282
6.566666667,3.380454339
6.583333333,3.406649795
6.616666667,3.452583298
6.633333333,3.498057465
6.65,3.54307689
6.683333333,3.587646121
6.7,3.61176966
6.716666667,3.635651963
6.75,3.659295444
6.766666667,3.682702489
6.783333333,3.705875464
6.816666667,3.74881671
6.833333333,3.791328542
6.85,3.813415257
6.883333333,3.815281104
6.9,3.817128293
6.916666667,3.818957011
6.95,3.82076744
6.966666667,3.822559766
6.983333333,3.824334168
7.016666667,3.826090827
7.033333333,3.827829918
7.05,3.829551619
7.083333333,3.831256103
7.1,3.832943542
7.116666667,3.834614107
7.15,3.836267965
7.166666667,3.837905286
7.183333333,3.839526233
7.216666667,3.841130971
7.233333333,3.842719661
7.25,3.844292464
7.283333333,3.84584954
7.3,3.847391044
7.316666667,3.848917134
7.35,3.850427963
7.366666667,3.851923683
7.383333333,3.853404446
7.416666667,3.854870402
7.433333333,3.856321698
7.45,3.857758481
7.483333333,3.859180896
7.5,3.860589087
7.516666667,3.861983196
7.55,3.863363364
7.566666667,3.86472973
7.583333333,3.866082433
7.616666667,3.867421609
7.633333333,3.868747393
7.65,3.870059919
7.683333333,3.87135932
7.7,3.872645726
7.716666667,3.873919269
7.75,3.875180076
7.766666667,3.876428276
7.783333333,3.877663993
7.816666667,3.878887353
7.833333333,3.880098479
7.85,3.881297495
7.883333333,3.88248452
7.9,3.883659674
7.916666667,3.884823078
7.95,3.925974847
7.966666667,3.966715098
7.983333333,4.007047947
8.016666667,4.026977468
8.033333333,4.046707693
8.05,4.066240616
8.083333333,4.08557821
8.1,4.104722428
8.116666667,4.123675204
8.15,4.162438452
8.166666667,4.200814067
8.183333333,4.238805927
8.216666667,4.236417867
8.233333333,4.234053689
8.25,4.231713152
8.283333333,4.22939602
8.3,4.22710206
8.316666667,4.224831039
8.35,4.222582729
8.366666667,4.220356902
8.383333333,4.218153333
8.416666667,4.215971799
8.433333333,4.213812081
8.45,4.211673961
8.483333333,4.269557221
8.5,4.346861649
8.516666667,4.423393032
8.55,4.499159102
8.566666667,4.574167511
8.583333333,4.648425836
8.616666667,4.721941578
8.633333333,4.794722162
8.65,4.86677494
8.683333333,4.938107191
8.7,5.008726119
8.716666667,5.078638858
8.75,5.127852469
8.766666667,5.176573944
8.783333333,5.224808205
8.816666667,5.272560123
8.833333333,5.319834522
8.85,5.366636176
8.883333333,5.412969815
8.9,5.458840117
8.916666667,5.504251715
8.95,5.549209198
8.966666667,5.593717106
8.983333333,5.637779935
9.016666667,5.721402136
9.033333333,5.804188114
9.05,5.886146233
9.083333333,5.927284771
9.116666667,5.888011923
9.133333333,5.849131804
9.166666667,5.810640486
